tidy_tweet,Sentiment
 And then I closed my eyes  I found relief in a knife  and the blood flows as I cry  ,Positive
 Your breakin  heart pounds like thunder  the waves  they try  to pull you under  ,Positive
 Oh  hold on don t you go losing it now  the sun will shine and help you find your way out  ,Positive
They say   why kill yourself    I just tell them   why not  ,Negative
I don t think you know how badly I want to kill myself right now    ,Negative
God  I hate how I look ,Negative
 The higher I get  the lower I ll sink  I can t drown my demons  they know how to swim  ,Positive
 My life is a story  my life is a joke  Nobody loves  and I m all out of hope  ,Positive
Living with social anxiety is terrible  I want to talk to people that aren t my friends  but I just can t do it  My life s a flaw ,Negative
 We stopped checking for monsters under our bed when we realized that they were inside of us  ,Negative
 I wake up and I feel the pain  throughout the day  it remains the same  As I fall asleep at night  I think of different ways to die  ,Negative
 It sucks to not be able to tell the one you love that you like them  because you know that eventually you re going to get hurt  ,Positive
Hush girl don t you cry dont cut your arms dont say goodbye Put down that razor put down that light I know its hard but you ll win the fight,Positive
I woke up  tired of life ,Negative
It s all for attention right  She cuts herself  she starves herself she cries herself to sleep she s broken but it s all for attention right,Negative
 A smile on her lips  and cuts on her hips  ,Positive
 She paints a pretty picture  but here s the shocking twist  the paintbrush is a razor  and the canvas is her wrist  ,Negative
 I find it kind of funny  I find it kind of sad  the dreams in which I m dying  are the best I ve ever had  ,Positive
I m tired of smiling when I m sad  I m tired of laughing when I m mad  I m tired of hiding the real me but I m too scared of what others see,Negative
 If I killed myself tonight  the stars would still come out  the sun would still shine  and the earth would still rotate  so why not  ,Negative
Suicide is my way of telling god    You can t fire me  I quit  ,Negative
 Maybe he laughs  maybe he cries  and maybe you wold be surprised at everything he keeps inside  ,Positive
RT   That constant fear of never being good enough  lt  lt ,Negative
 There s a boy in my mirror crying tonight  and there is nothing I can tell him that will make him feel alright  ,Negative
 Not all scars show  not all wounds heal  Sometimes you can t always see the pain someone feels  ,Negative
Wear a mask that grins and lies it hides our cheeks  and shades our eyes The debt we pay to human guile with torn and broken hearts we smile,Negative
People ask me    Why do you always take the hard road    I think    What makes you think that I see two roads  ,Negative
 Don t be afraid  there s nothing to fear  the price was payed when she shed my blood and tears  ,Positive
 I m not important  everyone will do just fine without me  ,Positive
They ask me   Why did you try to kill yourself    I tell them   You told me to be happy  ,Negative
 Slit your wrists and cut your thighs  fake a smile and dry your eyes  hate yourself and hate your life  Welcome to my world of lies  ,Negative
Pain of mind hurts more than pain of body ,Negative
Well just look at what you ve done  don t you dare forget the sun,Positive
 Well I know you lay in bed  contemplating your own death    get scared,Negative
 I smile  but nobody can actually see  in my eyes  that I m slowly giving up  ,Positive
RT   How can you call it love if you re crying more than you re smiling ,Positive
